id,question_1,question_1_answer,question_2,question_2_answer,question_3,question_3_answer
8569de80-dd24-4083-ae9e-8a415c87f02a,What are your thoughts on the design and use of the navigation menu at the top of every screen in the PI application?,"Overall, the top navigation was clean and easy to spot, but it felt a little repetitive on every screen. I understood the tabs quickly, though I kept wishing the active section stood out more.",Did the PI application improve your existing workflow for handling patient intake documents and discussing the results with the patient? Please explain how PI impacted your workflow.,"It helped a little with having forms in one place, but it did not really streamline my visit the way I hoped. I still had to stop, review the responses, and then translate them into a conversation with the patient, which is the part that takes the most time. The home screen is basically a task list, so I could see what was done and what was pending, but it still felt like one more system to check instead of something that truly folds into my visit flow. I would have liked a clearer summary of what needs my attention and what I should bring up verbally. As it was, I spent too much time clicking through forms and less time actually using the information at the bedside. It probably saves some paper handling for staff, but for me it did not noticeably improve the visit flow.","Did the PI application function as you expected, or were there moments where completing a task felt confusing, required too much thought, or became overwhelming? Please explain in detail.","PI mostly worked, but there were enough moments that made me pause and think harder than I should have. The home view, completed forms, to-do items, and find form tabs are simple, but they still made me hunt around for the next step because the screen does not clearly guide me. On the demographic form, a lot of fields are just generic boxes with placeholder text, and I had to stop and confirm whether I was looking at patient-entered data, something I needed to fill in, or something already imported. The find form page was also not very intuitive to me; the search bar and little icons did not explain themselves, so I had to click around more than I wanted. Nothing was impossible, but it felt a little sparse and not as polished as I would want in a busy clinic. I could see this slowing someone down if they were covering between rooms or dealing with a rescheduled visit."
5d3e4f3d-4088-4068-9705-9a32bd0807be,What are your thoughts on the design and use of the navigation menu at the top of every screen in the PI application?,"I found the top navigation workable, but a little too barebones for something I’d use all day. The tabs are always in the same place, which is helpful, and I like that I can jump between Home, Forms To Do, Completed Forms, and Find Form without hunting around. That said, the labels are small and the layout feels a bit cramped, so it took me a moment every time to reorient myself. I also wish the active section stood out more clearly. In a busy clinic, I don’t want to stop and think about whether I’m in the right place before I can review a patient’s paperwork. It’s functional, but not especially efficient or polished.",Did the PI application improve your existing workflow for handling patient intake documents and discussing the results with the patient? Please explain how PI impacted your workflow.,"Overall, PI did improve my workflow, mostly by cutting down the paper handling and making intake information easier to review before I talk to the patient. Instead of sorting through forms or waiting for something to be scanned in, I could see completed items in one place and get to the relevant details faster. That should help a lot with prep before the appointment and with explaining findings or next steps more clearly. At the same time, I wouldn’t say it removed all the friction. I still had to click through separate areas to see what was done versus what was still pending, and I think it would be even better if the completed intake, key responses, and anything clinically important were summarized more cleanly on one screen. So yes, it helped, but it still feels like there’s room to reduce the back-and-forth.","Did the PI application function as you expected, or were there moments where completing a task felt confusing, required too much thought, or became overwhelming? Please explain in detail.","Mostly it worked as expected, but a few parts made me slow down more than I wanted to. The form lists and status icons were understandable, though some screens felt a little sparse and I had to think about where to go next. The task flow is close, but not completely effortless yet."
d27b9c86-9c5c-42ce-8d9e-09f3bd1d5fcd,What are your thoughts on the design and use of the navigation menu at the top of every screen in the PI application?,"I like that the navigation stays in the same place on every screen, so I always know where to get back to Home, Forms To Do, Completed Forms, or Find Form. That said, it feels a little too flat and similar-looking, so I had to pause and think about where I was. I’d want the active tab to stand out more.",Did the PI application improve your existing workflow for handling patient intake documents and discussing the results with the patient? Please explain how PI impacted your workflow.,"Not really. PI did cut down on paper shuffling, but I still spent too much time opening forms, checking status, and then translating the answers into a conversation with the patient. It helped organization more than it helped the actual visit flow.","Did the PI application function as you expected, or were there moments where completing a task felt confusing, required too much thought, or became overwhelming? Please explain in detail.","It mostly functioned, but it was not as smooth as I expected. The home screen and the form tables are straightforward enough, but I kept running into little moments where I had to stop and figure out what the system wanted me to do next. The status labels help, but they don’t always make the next step obvious, especially when some forms are complete and others are still to-do. The Basic Demographics Survey felt very generic and a little clunky because the fields are just laid out like a form to be filled, with a lot of plain placeholders and not much guidance. In a behavioral health setting, I’d want quicker access to the pieces that matter clinically, not just a long list of demographics. The Find Form screen was also a bit awkward for me; searching and then seeing a list with small icons took more attention than it should have. Nothing was totally broken, but there were enough small friction points that it started to feel more tedious than I wanted during a busy clinic day."
dfba913b-77cc-4eb8-aeb7-87537c9fea99,What are your thoughts on the design and use of the navigation menu at the top of every screen in the PI application?,"I liked the top navigation because it stayed in the same place, was easy to scan, and let me move between home, pending forms, completed forms, and search without having to relearn the layout.",Did the PI application improve your existing workflow for handling patient intake documents and discussing the results with the patient? Please explain how PI impacted your workflow.,"It helped a little, mostly by keeping the intake forms in one place instead of chasing paper or PDFs, but it did not really streamline my workflow the way I hoped. I still had to stop, review the form list, and then spend time discussing and clarifying items with the patient. The extra screen switching and the amount of information on some forms felt like more cognitive work than I expected, so I wouldn’t call it a major efficiency gain.","Did the PI application function as you expected, or were there moments where completing a task felt confusing, required too much thought, or became overwhelming? Please explain in detail.","Mostly it behaved as expected, but a few parts felt clunky. The demographics form was dense, and the search/list screens made me pause to sort out similar form names. Nothing disastrous, just more thought than I wanted in a busy clinic day."
3e0f3a6f-8dc5-4f3c-9298-31388b5e8be5,What are your thoughts on the design and use of the navigation menu at the top of every screen in the PI application?,"The top navigation is consistent, which I appreciate, but it feels a little too bare and repetitive for something I’d be using all day. The Home, Forms To Do, Completed Forms, and Find Form tabs are straightforward enough, but they all look very similar, so I had to slow down and make sure I was in the right place. I’d prefer clearer visual cues for where I am and maybe stronger highlighting on the active section. As it is, the menu is functional, but not especially efficient when I’m moving quickly between intake review and searching for a specific form.",Did the PI application improve your existing workflow for handling patient intake documents and discussing the results with the patient? Please explain how PI impacted your workflow.,"Not really overall. PI did reduce some paper handling and made it easier to see whether forms were finished, but it didn’t clearly improve the patient discussion part of my workflow. I still felt like I had to cross-check too much and click around between screens to get the context I needed. It helped organize the intake documents, but it didn’t save me as much time as I expected.","Did the PI application function as you expected, or were there moments where completing a task felt confusing, required too much thought, or became overwhelming? Please explain in detail.","Mostly it worked the way I expected, especially for the basic task of seeing which forms were completed and opening a form to review. That part felt fairly clean. But there were moments that felt more cumbersome than they should have. The To Do and Completed Forms screens are easy enough in theory, yet I still had to think about where something should live, and the Find Form area felt more like a search list than a true shortcut. On the demographic form, some of the fields looked too generic, with repeated placeholder-style text, so it was hard to tell at a glance whether I was looking at a finished record or still a template. I wouldn’t call it overwhelming, but I did have to pause and mentally sort out what I was seeing more than once. With a few clearer labels and a better sense of progress, it would feel much smoother."
881b5df6-8031-4ea2-b6e3-76e4ff0436e7,What are your thoughts on the design and use of the navigation menu at the top of every screen in the PI application?,"I like the navigation menu at the top. It stays in the same place on every screen, so I could move between Home, forms to do, completed forms, and finding a form without having to hunt around. That kind of consistency matters when I’m trying to work quickly. It does feel a little small, but overall it’s clean and easy to follow.",Did the PI application improve your existing workflow for handling patient intake documents and discussing the results with the patient? Please explain how PI impacted your workflow.,"Yes, PI did improve my workflow overall. Instead of dealing with paper intake or chasing down scattered PDFs, I could review the patient’s forms in one place and get a clearer picture before talking with them. That saved time, especially for demographics and other routine intake items, because I wasn’t re-entering information or flipping through documents as much. It also made the conversation with the patient smoother, since I could focus more on clarifying details and less on paperwork. The part that still takes a little extra attention is checking what is complete versus still pending, especially if there are several forms tied to one visit. So it helped a lot, but I still had to verify status carefully.","Did the PI application function as you expected, or were there moments where completing a task felt confusing, required too much thought, or became overwhelming? Please explain in detail.","For the most part, PI functioned the way I expected it to. The screens were straightforward, and the basic demographics form was easy enough to understand without a lot of training. I didn’t feel overwhelmed using it, which I appreciate. The only places where I had to slow down were the form status indicators and the Find Form area, just to make sure I was looking at the right item and not missing something still waiting to be completed. Once I got used to the layout, it was manageable. I’d say it was generally predictable and usable, with only a few moments where I had to think a little harder than I wanted to."
1843c6aa-adcc-489f-b951-30c10f25d636,What are your thoughts on the design and use of the navigation menu at the top of every screen in the PI application?,"I found the top navigation a little too minimal and not especially helpful. The tabs are easy to spot, but they take up space on every screen and I kept wishing the current section was clearer without having to reorient myself each time.",Did the PI application improve your existing workflow for handling patient intake documents and discussing the results with the patient? Please explain how PI impacted your workflow.,"PI helped a little with cutting down paper handling, but it did not fully improve my workflow. I liked that the intake forms were already organized and that the demographic data could be captured in a cleaner format instead of me scanning paper or retyping everything into the chart. That part would save time. But I still felt like I had to jump around too much between the to-do list, completed forms, and the patient-facing form itself. In a busy clinic day, I need the intake information to come to me in a way that is very obvious and easy to review quickly. PI felt more like an extra system to check than a true shortcut. It also didn’t make the conversation with the patient feel much easier, because I still had to pause and interpret the form results rather than seeing a really clear summary I could use right away.","Did the PI application function as you expected, or were there moments where completing a task felt confusing, required too much thought, or became overwhelming? Please explain in detail.","It mostly functioned the way I expected, but there were definitely moments that felt more confusing than they should have been. The form list and status indicators were useful in theory, yet I still had to spend time figuring out what was complete, what was still pending, and where I was supposed to go next. The search/find form screen also felt a little awkward to me, because I had to think too hard about which form I was actually looking for. On the demographic form, I expected a straightforward flow, but the layout felt sparse and required more attention than I wanted for something routine. I also would have liked clearer guidance about whether I was editing, viewing, or finalizing something, since that kind of ambiguity slows me down. Nothing was impossible, but it did add unnecessary mental load."
cd79cf7c-8340-4063-8759-c2263608d4cb,What are your thoughts on the design and use of the navigation menu at the top of every screen in the PI application?,"I liked having the same top menu on every screen. It kept me oriented between Home, Forms To Do, Completed Forms, and Find Form, and I could jump around quickly without hunting.",Did the PI application improve your existing workflow for handling patient intake documents and discussing the results with the patient? Please explain how PI impacted your workflow.,"Yes, mostly. PI cut down on the paper shuffling and the back-and-forth I usually do with intake packets. Instead of tracking down missing forms or retyping the same demographics, I could see what was done, what was still outstanding, and get a cleaner set of data to review before I talked with the patient. That made it easier to move the visit along and focus on the parts that actually need my attention. I also liked that the information is laid out in a way that seems ready to pass into the chart more cleanly. That said, I still had to double-check status labels and make sure I was looking at the right visit, so it helped my workflow but didn’t completely remove the need for manual review.","Did the PI application function as you expected, or were there moments where completing a task felt confusing, required too much thought, or became overwhelming? Please explain in detail.","Not every part felt intuitive to me. A few times I had to stop and think about which forms were complete versus still waiting, and the list view took more attention than I wanted when I was trying to move fast."
c6a48489-09cc-4ac4-8215-0b0e1be8f062,What are your thoughts on the design and use of the navigation menu at the top of every screen in the PI application?,"I liked the top navigation a lot. Having the same tabs on every screen made it easy to stay oriented, especially when I was moving fast between reviewing forms, checking what was still to do, and opening a specific form. I didn’t have to hunt around or remember where something lived. For me, that consistency matters more than anything else. It felt simple, clean, and pretty low-friction, which is what I want in a clinic tool. The user icon staying out of the way was fine too.",Did the PI application improve your existing workflow for handling patient intake documents and discussing the results with the patient? Please explain how PI impacted your workflow.,"Yes, PI helped my workflow. Instead of sorting through paper packets or chasing down missing pages, I could see what was completed, what was still pending, and review the information in one place. That made rooming feel smoother and gave me a better starting point for discussing symptoms and history with the patient. It saved time and kept me from losing track of forms.","Did the PI application function as you expected, or were there moments where completing a task felt confusing, required too much thought, or became overwhelming? Please explain in detail.","Mostly it worked, but a few parts made me slow down more than I wanted. The list and form screens were a little cramped, and on the Find Form page I had to think about what I was selecting instead of it being immediately obvious. On the demographics form, some fields and buttons felt tight together, so I could see newer staff getting bogged down there."
b221d737-b571-49c5-ba62-e36d06130986,What are your thoughts on the design and use of the navigation menu at the top of every screen in the PI application?,"I liked having the navigation menu at the top of every screen because it stayed in the same place and I did not have to hunt around. The Home, Forms To Do, Completed Forms, and Find Form tabs were straightforward, which helps when I am moving quickly between patients. It felt familiar and low-stress, though the little icon in the corner was not really necessary for me.",Did the PI application improve your existing workflow for handling patient intake documents and discussing the results with the patient? Please explain how PI impacted your workflow.,"Honestly, PI did not fully improve my workflow the way I would hope. It did help centralize intake forms and made it easier to see what was completed versus still pending, but I still felt like I was doing a lot of checking and re-checking. I had to move between the forms list, the completed items, and the individual survey screens to make sure I understood what the patient had actually filled out. That added steps instead of reducing them. When I am trying to discuss intake results with a patient, I want the key answers to be easy to scan and talk through quickly. With PI, some of the information felt buried in the form layout, so I spent more time orienting myself than I expected. It may save paper, but in my hands it did not yet save enough time or mental effort during the visit.","Did the PI application function as you expected, or were there moments where completing a task felt confusing, required too much thought, or became overwhelming? Please explain in detail.","Mostly it worked, but a few parts felt clunky. The form list and status marks were clear enough, yet the search/find form area and the individual survey screens made me stop and think more than I wanted. I would have liked a more obvious path from intake to discussion."
22364cb7-97a9-4190-82a8-0f34f9dba658,What are your thoughts on the design and use of the navigation menu at the top of every screen in the PI application?,"I like that the top navigation stays in the same place on every screen, because I can get back to Home, Forms To Do, Completed Forms, or Find Form without hunting around. That said, the tabs feel a little small and plain, so at a glance I had to stop and read them instead of just clicking fast. It’s usable, but it could be a bit clearer about where I am in the workflow.",Did the PI application improve your existing workflow for handling patient intake documents and discussing the results with the patient? Please explain how PI impacted your workflow.,"Yes, PI did help my workflow overall. Instead of sorting through paper packets or opening a bunch of scanned documents, I could see which intake forms were done and which ones still needed attention before the visit. That made it easier to prep the chart, room the patient, and bring up the important pieces when I was talking with them. I also liked having the patient information laid out in a cleaner digital format, because it seemed easier to review than a stack of forms. The biggest benefit for me was saving time and reducing the chance that I’d miss something while trying to keep up with the rest of the visit. I still had to double-check a few items, but PI definitely cut down on manual sorting.","Did the PI application function as you expected, or were there moments where completing a task felt confusing, required too much thought, or became overwhelming? Please explain in detail.","Not completely. There were a few moments where PI felt more confusing than I expected. The Home, Forms To Do, and Completed Forms screens look very similar, so I had to pause and make sure I was in the right place. On the form pages, some fields were obvious, but others felt a little crowded and I wasn’t always sure if I was supposed to enter something manually or if it should already have been pulled in. The Find Form screen was especially clunky to me because the list and icons were not very self-explanatory, and I had to think too much about what each option would do. I wouldn’t say it was impossible to use, but it did add extra mental load when I was trying to move quickly."
ae670120-08dc-4878-a57d-9b518e41d35c,What are your thoughts on the design and use of the navigation menu at the top of every screen in the PI application?,"The top menu was simple, but it felt a little too bare-bones and repetitive. I kept having to click back and forth between Home, Forms To Do, Completed Forms, and Find Form, and the tabs don’t give much context. It works, but it takes up space and doesn’t really help me move faster.",Did the PI application improve your existing workflow for handling patient intake documents and discussing the results with the patient? Please explain how PI impacted your workflow.,"Not really. PI organized the intake forms in one place, but it didn’t noticeably improve how I handle the workflow end to end. I still had to review what was missing, open the right form, and then translate the information into the conversation and the chart. It saved some paper chasing, but I wouldn’t say it made the patient discussion easier or faster.","Did the PI application function as you expected, or were there moments where completing a task felt confusing, required too much thought, or became overwhelming? Please explain in detail.","Mostly it worked, but a few parts felt clunky. The search/find form screen was a little confusing, and some fields just showed generic placeholders like ""Value,"" which made it harder to tell what was actually required. I also had to pause and think about form status and completion more than I expected."
bfe9631a-c8e6-4756-9da1-11a1ed9d08bc,What are your thoughts on the design and use of the navigation menu at the top of every screen in the PI application?,"I thought the top navigation was pretty practical. Having Home, Forms To Do, Completed Forms, and Find Form in the same spot on every screen makes it easier to keep moving without hunting around, which matters when I am trying to get patients roomed and keep the clinic flow moving. I also like that it stays simple instead of loading the page down with too many options. That said, it feels a little plain and small, and I had to look twice to make sure I was on the right tab. The active state could stand out more, because in a busy moment I do not want to guess where I am in the process.",Did the PI application improve your existing workflow for handling patient intake documents and discussing the results with the patient? Please explain how PI impacted your workflow.,"Not really. PI did cut down on paper packets, which is nice, but it did not clearly improve my workflow for intake documents and talking through the results with the patient. I still had to spend time checking the forms list, opening individual documents, and figuring out what was completed versus still due. I did not see an easy summary that would help me quickly review the important answers with the patient, so I would still end up doing that part the old way in conversation. It feels more like the forms were moved onto a screen than truly streamlined for the visit. For a busy medical assistant, that extra clicking adds up instead of saving time.","Did the PI application function as you expected, or were there moments where completing a task felt confusing, required too much thought, or became overwhelming? Please explain in detail.","Mostly it worked, but there were definitely moments that felt more confusing than they should have. The forms and tabs were a little hard to interpret at first, and I had to slow down to make sure I was opening the right thing. On the intake form, there were a lot of fields on one screen, and it felt like too much to take in at once. The search/find form page also seemed a little vague to me. I would not say it was overwhelming, but I did have to stop and think more than I expected."
cc7f74f8-6127-4718-b56f-2ba9467ab1ff,What are your thoughts on the design and use of the navigation menu at the top of every screen in the PI application?,"I liked the top navigation because it stayed in the same place on every screen and made it easy to jump between Home, Forms To Do, Completed Forms, and Find Form without hunting around. It felt straightforward and clean.",Did the PI application improve your existing workflow for handling patient intake documents and discussing the results with the patient? Please explain how PI impacted your workflow.,"Yes, PI helped my workflow in a pretty practical way. Instead of tracking down paper intake or waiting for a stack of scanned forms, I could see what was completed, what was still pending, and pull up the right survey quickly before the patient was in the chair. That saved me time at the front end and made it easier to review forms before I talked with the patient. I also liked that the layout keeps the patient information in a more organized, readable format, so it felt easier to go over answers and flag anything that needed follow-up. For a busy schedule, especially when I’m moving between cleanings and charting, having the forms grouped by visit and status would reduce a lot of back-and-forth with reception and keep the visit moving.","Did the PI application function as you expected, or were there moments where completing a task felt confusing, required too much thought, or became overwhelming? Please explain in detail.","It mostly worked the way I expected, but a few parts took more thought than I wanted. The Find Form screen was a little vague at first, and I had to pause to figure out whether I was searching by patient, visit type, or form name. On the form itself, most of the fields were easy to read, but if I had several intake forms to get through, it could start to feel a little busy. The status labels and visit dates were helpful, though, and I appreciated having that information in one place."
eee77f2d-37ff-4988-b7bc-49c81be0c3c0,What are your thoughts on the design and use of the navigation menu at the top of every screen in the PI application?,"I like having the same top menu on every screen because it keeps me oriented. The tabs are simple, and I can get back to Home or Completed Forms without hunting around, which matters when I’m moving fast.",Did the PI application improve your existing workflow for handling patient intake documents and discussing the results with the patient? Please explain how PI impacted your workflow.,"Yes, overall PI did improve my workflow. Having the intake forms digital instead of stacked paper in the chart made it easier to review everything before I met with the patient. I could quickly see what was completed, what was still missing, and what needed follow-up, instead of sorting through pages or waiting for staff to hand me a packet. That saved time and helped me spend more of the visit talking with the patient about the actual concerns, not the paperwork. I also liked that the forms are organized by visit type, because it reduced the chance that I’d miss a questionnaire that should have been included. For behavioral health visits, that matters a lot, since the intake details often guide the first part of the conversation and help me respond more thoughtfully.","Did the PI application function as you expected, or were there moments where completing a task felt confusing, required too much thought, or became overwhelming? Please explain in detail.","Mostly it worked as expected, but a few parts felt a little clunky. The form list and status icons were easy enough to scan, yet I had to pause and think more than I wanted to when switching between tabs or figuring out which forms were still pending. The Find Form area also felt a bit plain and not as obvious as it could be. Nothing was overwhelming, but it did take some extra attention to be sure I was in the right place."
cb52e081-ebbf-4f82-be9a-0a32872de7a4,What are your thoughts on the design and use of the navigation menu at the top of every screen in the PI application?,"I liked having the same top navigation on every screen because it kept me oriented, but the tabs felt a little small and plain. In a busy clinic, I’d want the current location to stand out more.",Did the PI application improve your existing workflow for handling patient intake documents and discussing the results with the patient? Please explain how PI impacted your workflow.,"Yes, PI did improve my workflow overall. The biggest benefit was not having to chase paper forms or manually sort through a stack after the patient checked in. I could see at a glance which intake items were done and which ones were still outstanding, then review the results more efficiently before or during the visit. That saved me time and made it easier to focus the conversation on what actually mattered instead of spending the first few minutes asking the patient to repeat information I already had. I also liked that the forms were organized by visit type and that the data could flow into the EHR as discrete information rather than just another PDF sitting in the chart. That seems like a real advantage for keeping documentation cleaner and reducing back-and-forth for the front desk and clinical staff.","Did the PI application function as you expected, or were there moments where completing a task felt confusing, required too much thought, or became overwhelming? Please explain in detail.","For the most part it worked the way I expected, but there were a few spots where I had to stop and think more than I wanted to. The navigation was consistent, which helped, but some screens still felt a little dense because the form lists, status indicators, and visit dates all competed for attention. In the Find Form area, I had to pause and figure out what was the main action versus what was just a list of available forms. The icons were small, and it wasn’t always obvious what I was supposed to click first. On the actual demographics screen, the fields looked very bare-bones, and a lot of them just showed placeholder text like “Value,” so I had to slow down to make sure I was in the right place and not missing something. I wouldn’t call it overwhelming, but it did feel a bit more fiddly than it should have for something that’s supposed to speed up intake."
e305cda6-4047-4b1c-a89d-e8c4a3deebf6,What are your thoughts on the design and use of the navigation menu at the top of every screen in the PI application?,"I actually liked the top navigation being in the same place on every screen. It made PI feel more predictable, which matters when I’m moving fast between rooming, charting, and trying not to lose my place. The tabs for Home, Forms To Do, Completed Forms, and Find Form are clear enough that I didn’t have to hunt around, and that helped me stay oriented. It feels a lot better than menus that disappear or change depending on where you are. If I had one small wish, it would be a little more spacing or larger text, but overall the navigation is straightforward and easy to settle into.",Did the PI application improve your existing workflow for handling patient intake documents and discussing the results with the patient? Please explain how PI impacted your workflow.,"PI helped in the sense that patients could finish forms ahead of time and I could see the information in one place, but it did not fully replace the way I already handle intake. I still had to check what was completed, what was missing, and then review the results with the patient, so it felt like an extra layer instead of a big time saver. It was better than paper in some ways, but not enough to say my workflow got much lighter.","Did the PI application function as you expected, or were there moments where completing a task felt confusing, required too much thought, or became overwhelming? Please explain in detail.","Mostly it worked, but there were moments that felt more confusing than I expected. The form list and the status labels made me stop and double-check myself, especially when I was trying to tell at a glance what still needed attention. The Find Form area also took more thought than it should have, because I had to pause and sort through the options instead of just getting where I needed right away. It wasn’t terrible, but it did feel a little busy."
beaf0095-b732-4dde-9ae2-084623c5515c,What are your thoughts on the design and use of the navigation menu at the top of every screen in the PI application?,"The top navigation is serviceable, but I didn’t find it especially efficient. It’s the same on every screen, which does help me orient myself, but the tabs feel a little small and basic for how much jumping around I had to do. I kept going back and forth between Home, Forms To Do, Completed Forms, and Find Form, and it felt more like I was constantly switching screens than moving through a smooth workflow. In a busy clinic, I want the main actions to be obvious at a glance, and this menu didn’t really give me that. It gets the job done, but it feels a bit flat and repetitive rather than truly helpful.",Did the PI application improve your existing workflow for handling patient intake documents and discussing the results with the patient? Please explain how PI impacted your workflow.,"Honestly, PI only helped part of the intake process. I liked not having to chase paper forms, and I could see the patient responses in one place, but it didn’t really save me much time once I was in the room. I still had to review the information, check what was complete versus pending, and then talk through the results with the patient the same way I usually do. It reduced the paper handling, but it didn’t remove much of the follow-up work.","Did the PI application function as you expected, or were there moments where completing a task felt confusing, required too much thought, or became overwhelming? Please explain in detail.","It mostly functioned, but there were enough rough spots that I wouldn’t call it smooth. The forms list was understandable, yet I had to think too hard about what was complete, what was still to do, and which visit each form belonged to. In the actual demographic screen, the layout felt cramped and a little plain, with a lot of fields packed together and not much guidance. I could see how a patient might get slowed down if they weren’t comfortable with digital forms. The search/find form area also felt a bit basic, like I was doing extra steps just to locate the right document. Nothing was totally broken, but several parts made me pause and double-check myself, which is not ideal when I’m already moving between patients."
7b5c1249-30ff-45af-ab34-5c2315d92fb9,What are your thoughts on the design and use of the navigation menu at the top of every screen in the PI application?,"I liked that the top navigation stayed in the same place on every screen, so I always knew where to go next without hunting around. The tabs are simple and match the main tasks I need. That said, the active state could be a little stronger, because at a glance I sometimes had to pause to tell which section I was actually in.",Did the PI application improve your existing workflow for handling patient intake documents and discussing the results with the patient? Please explain how PI impacted your workflow.,"It helped a little with collecting intake forms, but I wouldn’t say it really improved my workflow overall. I still had to review the forms myself and then translate the results into the conversation with the patient. It reduced some paper handling, but it did not save me enough steps on the front end or make the discussion in the room feel noticeably easier.","Did the PI application function as you expected, or were there moments where completing a task felt confusing, required too much thought, or became overwhelming? Please explain in detail.","There were several moments that felt more confusing than they should have. The form list and status columns were straightforward, but the Find Form screen was a little clunky and the search area felt vague. I also had to stop and think about whether I was reviewing a completed form, opening a template, or trying to submit something, which slowed me down more than I expected."
1cef8d93-3bd4-4cf3-ac6b-178f6d0be115,What are your thoughts on the design and use of the navigation menu at the top of every screen in the PI application?,"I liked the top navigation because it stayed in the same place and kept me oriented. The tabs made it easy to jump between Home, Forms To Do, Completed Forms, and Find Form without hunting around.",Did the PI application improve your existing workflow for handling patient intake documents and discussing the results with the patient? Please explain how PI impacted your workflow.,"Yes, PI made intake feel more organized. I could see what was completed versus pending before the visit, and that helped me review information faster and discuss it with the patient without shuffling paper or chasing forms.","Did the PI application function as you expected, or were there moments where completing a task felt confusing, required too much thought, or became overwhelming? Please explain in detail.","Mostly it functioned the way I expected. The workflow was logical, and once I understood the tabs and status labels, it was straightforward. The only moments that took extra thought were sorting out which forms were still to do and making sure I was opening the right survey, especially when moving between the list view and an individual form. It wasn’t overwhelming, just a little slower at first than I would want on a busy day."
953d5f92-4e9a-4cf3-aa5f-cbcf98d42f5a,What are your thoughts on the design and use of the navigation menu at the top of every screen in the PI application?,"I understand why the top navigation stays in the same place, but I found it a little plain and repetitive. The tabs are helpful for jumping between Home, Forms To Do, Completed Forms, and Find Form, yet I had to pause and read them each time because they look very similar. For a busy clinic day, I would prefer a clearer visual cue for where I am in the workflow.",Did the PI application improve your existing workflow for handling patient intake documents and discussing the results with the patient? Please explain how PI impacted your workflow.,"Yes, PI did improve my workflow. It would save me from chasing paper forms, and having the intake items organized by visit type makes it easier to see what is still missing before I bring the patient back. I also like that the information can be reviewed and discussed with the patient in a more structured way, so I can focus more on education, follow-up needs, and shared decision-making instead of sorting through paperwork.","Did the PI application function as you expected, or were there moments where completing a task felt confusing, required too much thought, or became overwhelming? Please explain in detail.","Mostly it worked as expected. The basic screens were straightforward, but the Find Form page took me a second to understand because the search area and form list were not as obvious at first glance. Once I got used to it, though, it was manageable."
f4044002-df39-4b94-8e14-f9525c561d79,What are your thoughts on the design and use of the navigation menu at the top of every screen in the PI application?,"Honestly, the top navigation felt a little repetitive. It stays in the same place on every screen, which is good for consistency, but the tabs are plain and not very eye-catching. I also think there’s too much emphasis on navigation when I mostly needed a quick way to see what was due for the patient in front of me. It works, but it feels more functional than intuitive.",Did the PI application improve your existing workflow for handling patient intake documents and discussing the results with the patient? Please explain how PI impacted your workflow.,"Yes, PI did improve my workflow overall. Instead of chasing down paper forms or digging through scan files, I could see right away which intake documents were complete and which ones still needed attention. That helped me move faster during rooming and know what I needed to ask the patient about before the provider came in. I liked being able to separate forms by status and visit, because that cut down on the back-and-forth we usually have at the front desk and in the exam room. It also seemed like it would reduce mistakes from handwriting or missing pages, which matters when we’re trying to document cleanly and keep billing moving. The best part was having the patient complete forms digitally ahead of time, so I could focus more on reviewing concerns with them instead of just collecting paperwork.","Did the PI application function as you expected, or were there moments where completing a task felt confusing, required too much thought, or became overwhelming? Please explain in detail.","Mostly it functioned like I expected, but a few parts made me stop and think longer than I wanted. The forms list was easy enough, but the Find Form screen and the little icons weren’t always obvious at first glance. I also had to slow down on some of the field labels in the demographic form because it wasn’t immediately clear what was required versus optional. Nothing was impossible, but there were a couple moments where I felt like I had to click around more than necessary."
9351493f-486b-4071-891e-4036e3937879,What are your thoughts on the design and use of the navigation menu at the top of every screen in the PI application?,"I liked having the same navigation across every screen. The tabs at the top made it easier for me to stay oriented and not lose my place, which matters when I am moving fast between patients. Home, Forms To Do, Completed Forms, and Find Form all made sense to me. I would still want the labels to stay very clear and easy to read, because if I am rushed I do not want to guess where something lives.",Did the PI application improve your existing workflow for handling patient intake documents and discussing the results with the patient? Please explain how PI impacted your workflow.,"Yes, mostly. It saved me from chasing paper and made it easier to see what the patient had already finished before I talked with them. Having the forms organized in one place would help me review answers and bring up concerns faster during rooming. It still needs a little learning, but overall it felt like less back-and-forth.","Did the PI application function as you expected, or were there moments where completing a task felt confusing, required too much thought, or became overwhelming? Please explain in detail.","Mostly it worked the way I expected, but a few parts made me slow down. The to-do and completed status markers were clear enough, yet I had to look twice at the form list and the find form area to be sure I was in the right place. It was not overwhelming, just a little more thinking than I prefer when I am trying to keep the visit moving."
